"","GEOID","avg_distance_metro_miles","avg_distance_bus_miles","LOCATION","AREA_SQMI","E_TOTPOP","E_HU","E_HH","E_POV150","E_UNEMP","E_HBURD","E_NOHSDP","E_UNINSUR","E_AGE65","E_AGE17","E_DISABL","E_SNGPNT","E_LIMENG","E_MINRTY","E_MUNIT","E_MOBILE","E_CROWD","E_NOVEH","E_GROUPQ","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MINRTY","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","train_walking_category","bus_walking_category"
"159",11001009302,0.55,0.1,"Census Tract 93.02; District of Columbia; District of Columbia",0.151315304,1762,1005,962,350,65,287,122,153,90,305,135,38,50,1248,452,0,8,274,8,19.9,5.1,29.8,8.8,8.7,5.1,17.3,7.7,3.9,3,70.8,45,0,0.8,28.5,0.5,0.6098,0.4829,0.6355,0.6878,0.9415,3.3575,0.7094,0.1317,0.4927,0.3561,0.5222,0.8049,2.3076,0.4039,0.5902,0.5902,0.5902,0.5517,0,0.2512,0.3842,0.3415,1.5286,0.2463,7.7839,0.5665,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"160",11001009400,1.44,0.11,"Census Tract 94; District of Columbia; District of Columbia",0.611153906,4889,1892,1807,587,223,357,279,181,999,1098,646,46,41,3688,110,0,29,284,102,12.1,8.5,19.8,7.7,3.7,20.4,22.5,13.2,2.5,0.9,75.4,5.8,0,1.6,15.7,2.1,0.3854,0.6488,0.3892,0.6293,0.6585,2.7112,0.5813,0.839,0.6732,0.7024,0.3941,0.5317,3.1404,0.7488,0.6293,0.6293,0.6293,0.0837,0,0.4236,0.133,0.6732,1.3135,0.1773,7.7944,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"161",11001009503,1.08,0.12,"Census Tract 95.03; District of Columbia; District of Columbia",0.549658282,3058,1252,1100,546,89,183,107,102,698,743,292,61,31,2392,0,0,0,15,169,18,6.1,16.6,5.2,3.4,22.8,24.3,9.6,5.5,1.1,78.2,0,0,0,1.4,5.5,0.5756,0.5317,0.3103,0.4829,0.6195,2.52,0.5369,0.9073,0.7415,0.4878,0.601,0.5854,3.323,0.8276,0.6634,0.6634,0.6634,0,0,0,0.0197,0.8585,0.8782,0.0591,7.3846,0.5222,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"162",11001009504,0.73,0.12,"Census Tract 95.04; District of Columbia; District of Columbia",0.398908231,3200,1259,1197,452,222,303,115,13,819,380,402,0,194,2238,54,0,17,129,326,15.2,12.7,25.3,4.4,0.4,25.6,11.9,13.5,0,6.4,69.9,4.3,0,1.4,10.8,10.2,0.4878,0.7854,0.5271,0.4293,0.0976,2.3272,0.4926,0.9463,0.322,0.7073,0,0.9073,2.8829,0.6059,0.5805,0.5805,0.5805,0.0542,0,0.3892,0.0591,0.922,1.4245,0.2167,7.2151,0.5074,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,3,"10+ minutes","0-5 minutes"
"163",11001009505,0.93,0.1,"Census Tract 95.05; District of Columbia; District of Columbia",0.398923675,4286,1991,1820,279,182,455,176,114,586,936,657,57,3,3853,552,0,11,326,62,6.5,7.3,25,5.5,2.7,13.7,21.8,15.3,3.1,0.1,89.9,27.7,0,0.6,17.9,1.4,0.1659,0.5951,0.5172,0.5024,0.4976,2.2782,0.4877,0.6439,0.639,0.8146,0.4581,0.278,2.8336,0.5961,0.722,0.722,0.722,0.33,0,0.2069,0.1773,0.5512,1.2654,0.1626,7.0992,0.4926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"164",11001009507,0.68,0.08,"Census Tract 95.07; District of Columbia; District of Columbia",0.11401206,1650,631,598,279,49,150,79,18,266,409,151,7,43,1494,22,0,37,79,0,16.9,6,25.1,6.7,1.1,16.1,24.8,9.2,1.2,2.9,90.5,3.5,0,6.2,13.2,0,0.5659,0.5268,0.5222,0.5561,0.2195,2.3905,0.5123,0.7268,0.7561,0.439,0.2365,0.8,2.9584,0.6601,0.7268,0.7268,0.7268,0.0394,0,0.8276,0.0837,0,0.9507,0.069,7.0264,0.4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"165",11001009508,0.63,0.09,"Census Tract 95.08; District of Columbia; District of Columbia",0.371511978,3908,2095,1827,507,198,476,131,4,715,927,668,50,52,3722,1169,0,13,555,13,13,10.7,26.1,4.5,0.1,18.3,23.7,17.1,2.7,1.4,95.2,55.8,0,0.7,30.4,0.3,0.4244,0.7366,0.5369,0.439,0.0732,2.2101,0.4631,0.8049,0.7317,0.8488,0.4187,0.6585,3.4626,0.8867,0.8,0.8,0.8,0.6404,0,0.2315,0.4187,0.2829,1.5735,0.2808,8.0462,0.5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"166",11001009509,0.6,0.12,"Census Tract 95.09; District of Columbia; District of Columbia",0.25052151,3148,1384,1359,139,75,91,180,129,563,593,489,50,26,2595,0,0,27,294,0,4.4,4.2,6.7,7.4,4.1,17.9,18.8,15.5,3.7,0.9,82.4,0,0,2,21.6,0,0.0732,0.4195,0.0493,0.6098,0.7171,1.8689,0.335,0.7854,0.5561,0.8195,0.5172,0.5317,3.2099,0.7833,0.6829,0.6829,0.6829,0,0,0.468,0.2266,0,0.6946,0.0345,6.4563,0.3793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"167",11001009510,0.65,0.08,"Census Tract 95.10; District of Columbia; District of Columbia",0.324908694,4918,2026,1913,1990,83,1007,446,537,505,1572,603,218,387,4590,1181,0,165,661,23,40.5,3.8,52.6,15.2,10.9,10.3,32,12.3,11.4,9,93.3,58.3,0,8.6,34.6,0.5,0.8585,0.3951,0.9409,0.8683,0.9756,4.0384,0.8768,0.4341,0.922,0.6537,0.803,0.9561,3.7689,0.9754,0.7756,0.7756,0.7756,0.6552,0,0.8719,0.532,0.3415,2.4006,0.7389,10.9835,0.931,0,0,1,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,"10+ minutes","0-5 minutes"
"168",11001009601,0.42,0.14,"Census Tract 96.01; District of Columbia; District of Columbia",0.735625469,2035,934,823,818,320,415,155,173,199,512,330,235,15,1996,178,29,38,319,55,40.3,30.7,50.4,12.7,8.5,9.8,25.2,16.3,28.6,0.8,98.1,19.1,3.1,4.6,38.8,2.7,0.8537,0.9854,0.9261,0.8049,0.9317,4.5018,0.9901,0.4,0.7902,0.839,0.9655,0.4683,3.463,0.8916,0.8927,0.8927,0.8927,0.2266,1,0.7488,0.601,0.722,3.2984,0.9458,12.1559,0.9951,0,1,1,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5,"10+ minutes","0-5 minutes"
"169",11001009602,0.35,0.08,"Census Tract 96.02; District of Columbia; District of Columbia",0.504522958,5144,2325,2228,2925,415,1201,520,232,375,1693,957,430,0,5086,932,0,198,1144,0,57.2,18.4,53.9,16.5,4.5,7.3,32.9,18.6,19.3,0,98.9,40.1,0,8.9,51.3,0,0.9659,0.9073,0.9507,0.9073,0.7561,4.4873,0.9803,0.2488,0.9415,0.878,0.9113,0,2.9796,0.67,0.9366,0.9366,0.9366,0.4729,0,0.8867,0.798,0,2.1576,0.6355,10.5611,0.8719,1,1,1,1,0,4,0,1,0,1,0,2,1,1,0,0,0,0,0,0,7,"6-10 minutes","0-5 minutes"
"170",11001009603,0.68,0.11,"Census Tract 96.03; District of Columbia; District of Columbia",0.234518355,4025,2041,1992,1451,396,887,337,172,720,770,801,296,0,4013,726,0,64,757,38,36,18.3,44.5,12.1,4.3,17.9,19.1,19.9,14.9,0,99.7,35.5,0,3.2,38,0.9,0.8,0.9024,0.8768,0.7854,0.7268,4.0914,0.9015,0.7854,0.5756,0.9073,0.8522,0,3.1205,0.7389,0.9707,0.9707,0.9707,0.4335,0,0.5961,0.5813,0.478,2.0889,0.5862,10.2715,0.8522,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,"10+ minutes","0-5 minutes"
"171",11001009604,0.96,0.07,"Census Tract 96.04; District of Columbia; District of Columbia",0.194356411,2288,948,909,325,183,245,162,136,343,512,312,70,37,2212,73,0,32,209,31,14.2,14,27,9.9,6,15,22.4,13.8,7.7,1.8,96.7,7.7,0,3.5,23,1.4,0.4634,0.8098,0.5517,0.7073,0.8585,3.3907,0.7241,0.6878,0.6585,0.722,0.6749,0.6927,3.4359,0.8818,0.8341,0.8341,0.8341,0.1084,0,0.6355,0.2611,0.5512,1.5562,0.2562,9.2169,0.7241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"172",11001009700,1.1,0.07,"Census Tract 97; District of Columbia; District of Columbia",0.155618797,3830,1925,1788,1589,297,689,334,135,713,949,607,201,0,3787,946,0,54,426,171,41.5,17.3,38.5,14,3.5,18.6,24.8,15.8,11.3,0,98.9,49.1,0,3,23.8,4.5,0.8683,0.8878,0.8079,0.8293,0.6244,4.0177,0.8719,0.8146,0.7561,0.8293,0.7931,0,3.1931,0.7783,0.9366,0.9366,0.9366,0.5813,0,0.5517,0.2759,0.8293,2.2382,0.665,10.3856,0.8621,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"173",11001009801,1.27,0.08,"Census Tract 98.01; District of Columbia; District of Columbia",0.166558225,1814,1216,1107,820,100,430,426,32,572,427,726,159,11,1784,640,0,26,572,4,45.2,15.7,38.8,34.3,1.8,31.5,23.5,40,14.4,0.7,98.3,52.6,0,2.3,51.7,0.2,0.9073,0.8585,0.8128,0.9951,0.3561,3.9298,0.8522,0.9854,0.7122,1,0.8473,0.4439,3.9888,0.9901,0.9073,0.9073,0.9073,0.6108,0,0.4828,0.8128,0.2439,2.1503,0.6305,10.9762,0.9261,1,0,0,1,0,2,1,0,1,0,0,2,1,1,0,0,0,0,0,0,5,"10+ minutes","0-5 minutes"
"174",11001009802,1.51,0.08,"Census Tract 98.02; District of Columbia; District of Columbia",0.077508046,1991,946,836,856,188,265,156,42,418,605,446,88,0,1965,350,0,33,437,0,43,27,31.7,11.6,2.1,21,30.4,22.6,10.5,0,98.7,37,0,3.9,52.3,0,0.8732,0.9561,0.6995,0.7659,0.4098,3.7045,0.7882,0.8537,0.8829,0.961,0.7734,0,3.471,0.9015,0.9317,0.9317,0.9317,0.4433,0,0.6847,0.8227,0,1.9507,0.4828,10.0579,0.803,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,"10+ minutes","0-5 minutes"
"175",11001009803,1.48,0.09,"Census Tract 98.03; District of Columbia; District of Columbia",0.205043328,2984,1607,1416,1079,183,873,370,403,407,660,663,97,42,2915,550,0,21,730,116,38.3,12.5,61.7,17.8,13.8,13.6,22.1,22.6,6.8,1.5,97.7,34.2,0,1.5,51.6,3.9,0.8293,0.7805,0.9803,0.9317,0.9951,4.5169,0.9951,0.639,0.6488,0.961,0.6502,0.6732,3.5722,0.9261,0.8683,0.8683,0.8683,0.4138,0,0.4138,0.8079,0.8098,2.4453,0.7537,11.4027,0.9704,0,0,1,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,"10+ minutes","0-5 minutes"
"176",11001009804,0.79,0.08,"Census Tract 98.04; District of Columbia; District of Columbia",0.200140991,2908,1115,996,1262,278,588,118,14,150,946,408,248,35,2815,454,0,105,295,39,43.4,18.4,59,8,0.5,5.2,32.5,14,24.9,1.3,96.8,40.7,0,10.5,29.6,1.3,0.8829,0.9073,0.9704,0.6537,0.1171,3.5314,0.7537,0.1366,0.9317,0.7512,0.9507,0.639,3.4092,0.8621,0.839,0.839,0.839,0.4828,0,0.9015,0.4039,0.5317,2.3199,0.6946,10.0995,0.8177,0,1,1,0,0,2,0,1,0,1,0,2,0,0,0,0,1,0,0,1,5,"10+ minutes","0-5 minutes"
"177",11001009807,2.18,0.09,"Census Tract 98.07; District of Columbia; District of Columbia",0.400392407,3462,1828,1643,515,95,574,275,50,578,579,630,83,9,3391,491,55,128,762,110,15.2,5.6,34.9,10.2,1.5,16.7,16.7,18.7,5,0.3,97.9,26.9,3,7.7,46.4,3.2,0.4878,0.5122,0.7537,0.722,0.3073,2.783,0.6207,0.7512,0.4585,0.8829,0.5862,0.322,3.0008,0.6847,0.878,0.878,0.878,0.3202,0.9951,0.8522,0.7389,0.7561,3.6625,0.9901,10.3243,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"10+ minutes","0-5 minutes"
"178",11001009810,1.9,0.09,"Census Tract 98.10; District of Columbia; District of Columbia",0.153830373,2226,1281,1221,992,108,704,88,97,127,562,334,350,23,2223,482,0,0,665,42,44.6,9.5,57.7,6.6,4.4,5.7,25.2,15,28.7,1.1,99.9,37.6,0,0,54.5,1.9,0.8976,0.6829,0.9606,0.5512,0.7463,3.8386,0.8325,0.161,0.7902,0.8049,0.9704,0.5854,3.3119,0.8177,0.9805,0.9805,0.9805,0.4532,0,0,0.867,0.6244,1.9446,0.4778,10.0756,0.8128,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,"10+ minutes","0-5 minutes"
"179",11001009811,1.9,0.06,"Census Tract 98.11; District of Columbia; District of Columbia",0.180506932,3849,2206,1747,1546,529,770,487,165,388,1078,564,284,0,3831,1170,0,54,803,37,40.2,28.3,44.1,20.9,4.3,10.1,28,14.7,16.3,0,99.5,53,0,3.1,46,1,0.8488,0.9659,0.867,0.9707,0.7268,4.3792,0.9655,0.4098,0.8488,0.7854,0.8719,0,2.9159,0.6305,0.961,0.961,0.961,0.6158,0,0.5764,0.734,0.4927,2.4189,0.7488,10.675,0.8966,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,"10+ minutes","0-5 minutes"
"180",11001009901,1.78,0.2,"Census Tract 99.01; District of Columbia; District of Columbia",0.811644319,2140,1077,958,151,25,164,97,63,734,291,449,28,7,1988,66,13,0,165,21,7.1,2.4,17.1,5.3,2.9,34.3,13.6,21,2.9,0.4,92.9,6.1,1.2,0,17.2,1,0.1902,0.2341,0.3251,0.4878,0.5415,1.7787,0.3103,0.9902,0.3659,0.9317,0.4433,0.3512,3.0823,0.7143,0.7707,0.7707,0.7707,0.0936,0.9606,0,0.1675,0.4927,1.7144,0.3448,7.3461,0.5172,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,"10+ minutes","0-5 minutes"
"181",11001009902,2.1,0.1,"Census Tract 99.02; District of Columbia; District of Columbia",0.499830661,3090,1310,1235,473,208,301,229,46,412,480,430,31,11,2967,74,0,10,184,51,15.3,10.1,24.4,9.3,1.5,13.3,15.5,13.9,2.5,0.4,96,5.6,0,0.8,14.9,1.7,0.4976,0.7073,0.4975,0.6927,0.3073,2.7024,0.5714,0.6098,0.4341,0.7366,0.3941,0.3512,2.5258,0.4778,0.8195,0.8195,0.8195,0.0788,0,0.2512,0.1232,0.6049,1.0581,0.1034,7.1058,0.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"182",11001009903,1.17,0.14,"Census Tract 99.03; District of Columbia; District of Columbia",0.148139229,2355,786,683,304,372,237,123,52,209,604,342,65,112,2198,0,0,28,99,35,13,26.6,34.7,8.4,2.2,8.9,25.6,14.5,9.5,5.3,93.3,0,0,4.1,14.5,1.5,0.4244,0.9512,0.7438,0.6683,0.4341,3.2218,0.6847,0.3415,0.8,0.7805,0.7488,0.8878,3.5586,0.9212,0.7756,0.7756,0.7756,0,0,0.7094,0.1182,0.5756,1.4032,0.202,8.9592,0.7044,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"183",11001009904,0.86,0.09,"Census Tract 99.04; District of Columbia; District of Columbia",0.1645559,3179,1465,1323,1433,187,384,130,104,160,1023,443,234,11,3126,487,4,67,356,59,45.2,11.4,29,6.9,3.3,5,32.2,14,17.7,0.4,98.3,33.2,0.3,5.1,26.9,1.9,0.9073,0.7561,0.6158,0.5659,0.6098,3.4549,0.734,0.122,0.9268,0.7512,0.8867,0.3512,3.0379,0.6897,0.9073,0.9073,0.9073,0.399,0.9557,0.7833,0.3498,0.6244,3.1122,0.931,10.5123,0.867,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,4,"10+ minutes","0-5 minutes"
"184",11001009905,1.12,0.15,"Census Tract 99.05; District of Columbia; District of Columbia",0.166625407,3461,1471,1369,967,295,491,161,57,310,1078,478,285,0,3368,231,0,0,477,31,28,17.3,35.9,7.1,1.7,9,31.1,13.9,20.8,0,97.3,15.7,0,0,34.8,0.9,0.7317,0.8878,0.7685,0.5707,0.3317,3.2904,0.6995,0.3512,0.9024,0.7366,0.9212,0,2.9114,0.6207,0.8488,0.8488,0.8488,0.1872,0,0,0.5369,0.478,1.2021,0.1478,8.2527,0.6256,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,"10+ minutes","0-5 minutes"
"185",11001009906,0.38,0.12,"Census Tract 99.06; District of Columbia; District of Columbia",0.097561798,1622,844,741,408,99,310,101,132,345,349,202,78,11,1553,278,0,22,263,14,25.2,14.5,41.8,8.7,8.1,21.3,21.5,12.5,10.5,0.8,95.7,32.9,0,3,35.5,0.9,0.7073,0.8341,0.8473,0.6732,0.922,3.9839,0.8621,0.8634,0.6293,0.6683,0.7734,0.4683,3.4027,0.8571,0.8098,0.8098,0.8098,0.3941,0,0.5517,0.5468,0.478,1.9706,0.5074,10.167,0.8374,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6-10 minutes","0-5 minutes"
"186",11001009907,0.84,0.08,"Census Tract 99.07; District of Columbia; District of Columbia",0.180291873,2472,1108,923,668,80,253,333,48,252,762,252,150,23,2424,83,0,171,365,13,27.2,5.9,27.4,22.3,2,10.2,30.8,10.2,16.3,1,98.1,7.5,0,18.6,39.5,0.5,0.7268,0.522,0.5616,0.9805,0.3951,3.186,0.665,0.4293,0.8927,0.5317,0.8719,0.5512,3.2768,0.798,0.8927,0.8927,0.8927,0.1034,0,0.9951,0.6059,0.3415,2.0459,0.5468,9.4014,0.7438,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"10+ minutes","0-5 minutes"
"187",11001010100,0.27,0.1,"Census Tract 101; District of Columbia; District of Columbia",0.223641861,2723,2065,1884,304,116,555,3,87,268,42,223,26,21,1257,1989,0,241,1179,81,11.4,5.2,29.5,0.1,3.2,9.8,1.5,8.3,1.4,0.8,46.2,96.3,0,12.8,62.6,3,0.361,0.4976,0.6305,0.0829,0.5854,2.1574,0.4384,0.4,0.0732,0.3951,0.2808,0.4683,1.6174,0.2167,0.3659,0.3659,0.3659,0.9458,0,0.9655,0.9655,0.7463,3.6231,0.9852,7.7638,0.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,3,"6-10 minutes","0-5 minutes"
"188",11001010201,0.19,0.06,"Census Tract 102.01; District of Columbia; District of Columbia",0.067522676,2837,2353,1966,211,121,628,16,164,270,302,207,24,5,1520,2230,0,50,963,3,7.4,5.4,31.9,0.7,5.8,9.5,10.6,7.3,1.2,0.2,53.6,94.8,0,2.5,49,0.1,0.2,0.5073,0.7143,0.1415,0.8488,2.4119,0.5222,0.3756,0.2829,0.322,0.2365,0.2976,1.5146,0.1823,0.4634,0.4634,0.4634,0.931,0,0.4975,0.7734,0.2049,2.4068,0.7438,6.7967,0.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"0-5 minutes","0-5 minutes"
"189",11001010202,0.32,0.08,"Census Tract 102.02; District of Columbia; District of Columbia",0.41293107,2303,1553,1456,446,55,392,84,29,310,213,247,158,0,1134,1057,0,0,489,29,19.5,3.3,26.9,4.2,1.3,13.5,9.2,10.8,10.9,0,49.2,68.1,0,0,33.6,1.3,0.5951,0.3317,0.5468,0.4244,0.2537,2.1517,0.4286,0.6195,0.2146,0.5805,0.7882,0,2.2028,0.3596,0.4,0.4,0.4,0.7438,0,0,0.5074,0.5317,1.7829,0.3744,6.5374,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6-10 minutes","0-5 minutes"
"190",11001010300,0.55,0.14,"Census Tract 103; District of Columbia; District of Columbia",0.418762754,4196,1700,1611,624,85,510,409,87,521,940,516,201,271,3500,687,0,55,409,144,15,3.5,31.7,13.9,2.1,12.4,22.4,12.4,12.5,6.7,83.4,40.4,0,3.4,25.4,3.4,0.4829,0.3512,0.6995,0.8244,0.4098,2.7678,0.6108,0.5659,0.6585,0.6634,0.8227,0.9122,3.6227,0.9458,0.6878,0.6878,0.6878,0.4778,0,0.6207,0.3202,0.7805,2.1992,0.6453,9.2775,0.7291,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"191",11001010400,0.85,0.06,"Census Tract 104; District of Columbia; District of Columbia",1.004789142,4725,2502,2288,1669,463,719,327,440,548,807,613,266,35,4380,485,0,21,1041,865,36.8,17.5,31.4,9.3,9.7,11.6,17.1,13.5,11.6,0.8,92.7,19.4,0,0.9,45.5,18.3,0.8146,0.8976,0.6847,0.6927,0.9707,4.0603,0.8867,0.522,0.478,0.7073,0.8177,0.4683,2.9933,0.6798,0.7659,0.7659,0.7659,0.2315,0,0.3054,0.7143,0.9561,2.2073,0.6502,10.0268,0.798,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"10+ minutes","0-5 minutes"
"192",11001010500,0.3,0.1,"Census Tract 105; District of Columbia; District of Columbia",0.289534415,3953,2475,2414,957,108,528,232,152,313,351,426,57,0,2056,2041,56,116,1047,3,24.2,3.6,21.9,7.2,3.8,7.9,8.9,10.8,2.4,0,52,82.5,2.3,4.8,43.4,0.1,0.678,0.3707,0.4483,0.5902,0.6683,2.7555,0.6059,0.2683,0.2049,0.5805,0.3793,0,1.433,0.1429,0.4439,0.4439,0.4439,0.8473,0.9803,0.7635,0.6847,0.2049,3.4807,0.9606,8.1131,0.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"6-10 minutes","0-5 minutes"
"193",11001010601,0.32,0.09,"Census Tract 106.01; District of Columbia; District of Columbia",0.086799977,1858,1395,1179,265,0,357,44,60,2,44,113,0,0,793,1395,0,81,645,10,14.3,0,30.3,2.7,3.2,0.1,2.4,6.1,0,0,42.7,100,0,6.9,54.7,0.5,0.4732,0,0.6552,0.3024,0.5854,2.0162,0.399,0.0098,0.0927,0.1902,0,0,0.2927,0.0049,0.322,0.322,0.322,0.9852,0,0.8374,0.8768,0.3415,3.0409,0.9261,5.6718,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"6-10 minutes","0-5 minutes"
"194",11001010602,0.45,0.09,"Census Tract 106.02; District of Columbia; District of Columbia",0.209464968,6682,3376,2931,1360,115,651,252,100,414,1129,782,148,10,3456,1826,0,102,973,113,20.4,2.5,22.2,4.9,1.5,6.2,16.9,11.7,5,0.2,51.7,54.1,0,3.5,33.2,1.7,0.6293,0.2537,0.4581,0.4683,0.3073,2.1167,0.4236,0.2,0.4683,0.6341,0.5862,0.2976,2.1862,0.3547,0.439,0.439,0.439,0.6256,0,0.6355,0.4828,0.6049,2.3488,0.7192,7.0907,0.4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"195",11001010603,0.4,0.08,"Census Tract 106.03; District of Columbia; District of Columbia",0.179255576,2709,2055,1816,138,34,506,35,119,123,2,197,8,0,897,1966,0,13,978,0,5.1,1.3,27.9,1.7,4.4,4.5,0.1,7.3,0.4,0,33.1,95.7,0,0.7,53.9,0,0.1122,0.1073,0.5764,0.2341,0.7463,1.7763,0.3054,0.1122,0.0195,0.322,0.1872,0,0.6409,0.0394,0.2195,0.2195,0.2195,0.936,0,0.2315,0.8522,0,2.0197,0.5369,4.6564,0.1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"6-10 minutes","0-5 minutes"
"196",11001010700,0.25,0.06,"Census Tract 107; District of Columbia; District of Columbia",0.34424391,1587,1477,1200,194,29,360,35,113,132,38,41,0,0,503,1469,0,58,868,86,12.8,2.4,30,2.9,7.1,8.3,2.4,2.6,0,0,31.7,99.4,0,4.9,72.3,5.4,0.4146,0.2341,0.6453,0.3171,0.9024,2.5135,0.5271,0.3024,0.0927,0.0293,0,0,0.4244,0.0148,0.1951,0.1951,0.1951,0.9754,0,0.7734,0.9951,0.8537,3.5976,0.9754,6.7306,0.4286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,"6-10 minutes","0-5 minutes"
"197",11001010800,0.34,0.05,"Census Tract 108; District of Columbia; District of Columbia",0.255437361,4083,1366,902,511,225,530,24,56,29,41,288,0,5,1868,1279,26,38,777,2951,44.9,13.2,58.8,2.9,1.4,0.7,1,7.1,0,0.1,45.8,93.7,1.9,4.2,86.1,72.3,0.9024,0.7951,0.9655,0.3171,0.2878,3.2679,0.6946,0.0195,0.0537,0.3024,0,0.278,0.6536,0.0493,0.361,0.361,0.361,0.9163,0.9704,0.7291,1,0.9854,4.6012,1,8.8837,0.6847,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,4,6,"6-10 minutes","0-5 minutes"
"198",11001010900,2.53,0.1,"Census Tract 109; District of Columbia; District of Columbia",0.919339364,3338,1373,1184,1630,236,718,287,92,227,954,700,213,0,3211,563,0,108,532,406,48.8,15,60.6,14.5,2.8,6.8,28.6,21,18,0,96.2,41,0,9.2,44.9,12.2,0.9415,0.8488,0.9754,0.8439,0.5122,4.1218,0.9064,0.2439,0.8585,0.9317,0.8916,0,2.9257,0.6453,0.8244,0.8244,0.8244,0.4975,0,0.8916,0.6995,0.9366,3.0252,0.9212,10.8971,0.9113,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,"10+ minutes","0-5 minutes"
